id,code,name,parent_id:id,note,reconcile,type,user_type:id
CED10700,1.07.00,REALIZÁVEL A LONGO PRAZO,CED107,REALIZÁVEL A LONGO PRAZO,FALSE,view,account.data_account_type_view
CED107000100,1.07.00.01.00,Clientes,CED10700,Clientes,FALSE,view,account.data_account_type_view
CED107000101,1.07.00.01.01,Clientes Não Circulante,CED10700,Clientes Não Circulante,TRUE,other,account.data_account_type_asset
CED107000200,1.07.00.02.00,Créditos com Pessoas Ligadas (Físicas/Jurídicas),CED10700,Créditos com Pessoas Ligadas (Físicas/Jurídicas),FALSE,other,account.data_account_type_asset
CED107000300,1.07.00.03.00,Valores Mobiliários,CED10700,Valores Mobiliários,FALSE,other,account.data_account_type_asset
CED107000400,1.07.00.04.00,Depósitos Judiciais,CED10700,Depósitos Judiciais,FALSE,other,account.data_account_type_asset
CED107000500,1.07.00.05.00,Créditos Fiscais CSLL – Diferenças Temporárias e Base de Cálculo Negativa,CED10700,Créditos Fiscais CSLL – Diferenças Temporárias e Base de Cálculo Negativa,FALSE,other,account.data_account_type_asset
CED107000600,1.07.00.06.00,Créditos Fiscais IRPJ – Diferenças Temporárias e Prejuízos Fiscais,CED10700,Créditos Fiscais IRPJ – Diferenças Temporárias e Prejuízos Fiscais,FALSE,other,account.data_account_type_asset
CED107000700,1.07.00.07.00,Créditos por Contribuições e Doações,CED10700,Créditos por Contribuições e Doações,FALSE,other,account.data_account_type_asset
CED107000800,1.07.00.08.00,Outras Contas Não Circulante,CED10700,Outras Contas Não Circulante,FALSE,other,account.data_account_type_asset
CED107009000,1.07.00.90.00,(-) Duplicatas Descontadas,CED10700,(-) Duplicatas Descontadas,FALSE,other,account.data_account_type_asset
CED107009300,1.07.00.93.00,(-) Provisões para Créditos de Liquidação Duvidosa,CED10700,(-) Provisões para Créditos de Liquidação Duvidosa,FALSE,other,account.data_account_type_asset
CED107009500,1.07.00.95.00,(-) Provisões para Ajuste ao Valor Provável de Realização,CED10700,(-) Provisões para Ajuste ao Valor Provável de Realização,FALSE,other,account.data_account_type_asset
CED107009700,1.07.00.97.00,(-) Outras Contas Retificadoras,CED10700,(-) Outras Contas Retificadoras,FALSE,other,account.data_account_type_asset
CED10701,1.07.01,INVESTIMENTOS,CED107,INVESTIMENTOS,FALSE,view,account.data_account_type_view
CED107010100,1.07.01.01.00,Participações Permanentes em Coligadas ou Controladas,CED10701,Participações Permanentes em Coligadas ou Controladas,FALSE,other,account.data_account_type_asset
CED107010200,1.07.01.02.00,Investimentos Decorrentes de Incentivos Fiscais,CED10701,Investimentos Decorrentes de Incentivos Fiscais,FALSE,other,account.data_account_type_asset
CED107010300,1.07.01.03.00,Outros Investimentos,CED10701,Outros Investimentos,FALSE,other,account.data_account_type_asset
CED107010400,1.07.01.04.00,Ágios em Investimentos,CED10701,Ágios em Investimentos,FALSE,other,account.data_account_type_asset
CED107010500,1.07.01.05.00,Correção Monetária - Diferença IPC/BTNF (Lei no 8.200/1991),CED10701,Correção Monetária - Diferença IPC/BTNF (Lei no 8.200/1991),FALSE,other,account.data_account_type_asset
CED107010600,1.07.01.06.00,Correção Monetária Especial (Lei no 8.200/1991),CED10701,Correção Monetária Especial (Lei no 8.200/1991),FALSE,other,account.data_account_type_asset
CED107010700,1.07.01.07.00,(-) Deságios e Provisão para Perdas Prováveis em Investimentos,CED10701,(-) Deságios e Provisão para Perdas Prováveis em Investimentos,FALSE,other,account.data_account_type_asset
CED107019000,1.07.01.90.00,Outras Contas de Investimentos,CED10701,Outras Contas de Investimentos,FALSE,other,account.data_account_type_asset
CED107019700,1.07.01.97.00,(-) Outras Contas Retificadoras,CED10701,(-) Outras Contas Retificadoras,FALSE,other,account.data_account_type_asset
CED10704,1.07.04,IMOBILIZADO,CED107,IMOBILIZADO,FALSE,view,account.data_account_type_view
CED107040100,1.07.04.01.00,Terrenos,CED10704,Terrenos,FALSE,other,account.data_account_type_asset
CED107040200,1.07.04.02.00,Edifícios e Construções,CED10704,Edifícios e Construções,FALSE,other,account.data_account_type_asset
CED107040201,1.07.04.02.01,Construções em Andamento,CED10704,Construções em Andamento,FALSE,other,account.data_account_type_asset
CED107040300,1.07.04.03.00,"Equipamentos, Máquinas e Instalações Industriais",CED10704,"Equipamentos, Máquinas e Instalações Industriais",FALSE,other,account.data_account_type_asset
CED107040400,1.07.04.04.00,Veículos,CED10704,Veículos,FALSE,other,account.data_account_type_asset
CED107040401,1.07.04.04.01,Embarcações,CED10704,Embarcações,FALSE,other,account.data_account_type_asset
CED107040402,1.07.04.04.02,Aeronaves,CED10704,Aeronaves,FALSE,other,account.data_account_type_asset
CED107040500,1.07.04.05.00,"Móveis, Utensílios e Instalações Comerciais",CED10704,"Móveis, Utensílios e Instalações Comerciais",FALSE,other,account.data_account_type_asset
CED107040600,1.07.04.06.00,Recursos Minerais,CED10704,Recursos Minerais,FALSE,other,account.data_account_type_asset
CED107040700,1.07.04.07.00,Florestamento e Reflorestamento,CED10704,Florestamento e Reflorestamento,FALSE,other,account.data_account_type_asset
CED107040800,1.07.04.08.00,Direitos Contratuais de Exploração de Florestas,CED10704,Direitos Contratuais de Exploração de Florestas,FALSE,other,account.data_account_type_asset
CED107040900,1.07.04.09.00,Outras Imobilizações,CED10704,Outras Imobilizações,FALSE,other,account.data_account_type_asset
CED107041000,1.07.04.10.00,Correção Monetária - Diferença IPC/BTNF (Lei no 8.200/1991),CED10704,Correção Monetária - Diferença IPC/BTNF (Lei no 8.200/1991),FALSE,other,account.data_account_type_asset
CED107041100,1.07.04.11.00,Correção Monetária Especial (Lei no 8.200/1991),CED10704,Correção Monetária Especial (Lei no 8.200/1991),FALSE,other,account.data_account_type_asset
CED107041200,1.07.04.12.00,"(-) Depreciações, Amortizações e Quotas de Exaustão",CED10704,"(-) Depreciações, Amortizações e Quotas de Exaustão",FALSE,other,account.data_account_type_asset
CED107049000,1.07.04.90.00,(-) Outras Contas Redutoras do Imobilizado,CED10704,(-) Outras Contas Redutoras do Imobilizado,FALSE,other,account.data_account_type_asset
CED10705,1.07.05,INTANGÍVEL,CED107,INTANGÍVEL,FALSE,view,account.data_account_type_view
CED107050100,1.07.05.01.00,Concessões,CED10705,Concessões,FALSE,other,account.data_account_type_asset
CED107050300,1.07.05.03.00,Marcas e Patentes,CED10705,Marcas e Patentes,FALSE,other,account.data_account_type_asset
CED107050500,1.07.05.05.00,Direitos Autorais,CED10705,Direitos Autorais,FALSE,other,account.data_account_type_asset
CED107050700,1.07.05.07.00,Fundo de Comércio,CED10705,Fundo de Comércio,FALSE,other,account.data_account_type_asset
CED107050900,1.07.05.09.00,Software ou Programas de Computador,CED10705,Software ou Programas de Computador,FALSE,other,account.data_account_type_asset
CED107051100,1.07.05.11.00,Franquias,CED10705,Franquias,FALSE,other,account.data_account_type_asset
CED107051300,1.07.05.13.00,Desenvolvimento de Produtos,CED10705,Desenvolvimento de Produtos,FALSE,other,account.data_account_type_asset
CED107051500,1.07.05.15.00,Outras,CED10705,Outras,FALSE,other,account.data_account_type_asset
CED107059000,1.07.05.90.00,(-) Amortização do Intangível,CED10705,(-) Amortização do Intangível,FALSE,other,account.data_account_type_asset
CED107059700,1.07.05.97.00,(-) Outras Contas Redutoras do Intangível,CED10705,(-) Outras Contas Redutoras do Intangível,FALSE,other,account.data_account_type_asset
CED10707,1.07.07,DIFERIDO,CED107,DIFERIDO,FALSE,view,account.data_account_type_view
CED107070100,1.07.07.01.00,Despesas Pré-Operacionais ou Pré-Industriais,CED10707,Despesas Pré-Operacionais ou Pré-Industriais,FALSE,other,account.data_account_type_asset
CED107070200,1.07.07.02.00,Despesas com Pesquisas Científicas ou Tecnológicas,CED10707,Despesas com Pesquisas Científicas ou Tecnológicas,FALSE,other,account.data_account_type_asset
CED107070300,1.07.07.03.00,Demais Aplicações em Despesas Amortizáveis,CED10707,Demais Aplicações em Despesas Amortizáveis,FALSE,other,account.data_account_type_asset
CED107070400,1.07.07.04.00,Correção Monetária - Diferença IPC/BTNF (Lei no 8.200/1991),CED10707,Correção Monetária - Diferença IPC/BTNF (Lei no 8.200/1991),FALSE,other,account.data_account_type_asset
CED107070500,1.07.07.05.00,Correção Monetária Especial (Lei no 8.200/1991),CED10707,Correção Monetária Especial (Lei no 8.200/1991),FALSE,other,account.data_account_type_asset
CED107070600,1.07.07.06.00,(-) Amortização do Diferido,CED10707,(-) Amortização do Diferido,FALSE,other,account.data_account_type_asset
CED2,2,PASSIVO,CED0,PASSIVO,FALSE,view,account.data_account_type_view
CED201,2.01,CIRCULANTE,CED2,CIRCULANTE,FALSE,view,account.data_account_type_view
CED20101,2.01.01,OBRIGAÇÕES DE CURTO PRAZO,CED201,OBRIGAÇÕES DE CURTO PRAZO,FALSE,view,account.data_account_type_view
CED201010100,2.01.01.01.00,Fornecedores,CED20101,Fornecedores,FALSE,view,account.data_account_type_view
CED201010101,2.01.01.01.01,Fornecedores Circulante,CED20101,Fornecedores Circulante,TRUE,other,account.data_account_type_payable
CED201010100,2.01.01.01.00,Adiantamentos de Clientes,CED20101,Adiantamentos de Clientes,FALSE,view,account.data_account_type_view
CED201010101,2.01.01.01.01,Adiantamentos de Clientes,CED20101,Adiantamentos de Clientes,TRUE,other,account.data_account_type_liability
CED201010201,2.01.01.02.01,Financiamentos a Curto Prazo - Sistema Financeiro Nacional,CED20101,Financiamentos a Curto Prazo - Sistema Financeiro Nacional,FALSE,other,account.data_account_type_liability
CED201010202,2.01.01.02.02,Arrendamento Mercantil (Financeiro) a Curto Prazo - Sistema Financeiro Nacional,CED20101,Arrendamento Mercantil (Financeiro) a Curto Prazo - Sistema Financeiro Nacional,FALSE,other,account.data_account_type_liability
CED201010203,2.01.01.02.03,Financiamentos a Curto Prazo - Outros,CED20101,Financiamentos a Curto Prazo - Outros,FALSE,other,account.data_account_type_liability
CED201010204,2.01.01.02.04,Financiamentos a Curto Prazo - Exterior,CED20101,Financiamentos a Curto Prazo - Exterior,FALSE,other,account.data_account_type_liability
CED201010205,2.01.01.02.05,Arrendamento Mercantil (Financeiro) a Curto Prazo - Exterior,CED20101,Arrendamento Mercantil (Financeiro) a Curto Prazo - Exterior,FALSE,other,account.data_account_type_liability
CED201010301,2.01.01.03.01,IPI a Recolher,CED20101,IPI a Recolher,FALSE,other,account.data_account_type_liability
CED201010302,2.01.01.03.02,ICMS e Contribuições a Recolher,CED20101,ICMS e Contribuições a Recolher,FALSE,other,account.data_account_type_liability
CED201010303,2.01.01.03.03,Tributos Municipais a Recolher,CED20101,Tributos Municipais a Recolher,FALSE,other,account.data_account_type_liability
CED201010400,2.01.01.04.00,FGTS a Recolher,CED20101,FGTS a Recolher,FALSE,other,account.data_account_type_liability
CED201010500,2.01.01.05.00,PIS e COFINS a Recolher,CED20101,PIS e COFINS a Recolher,FALSE,other,account.data_account_type_liability
CED201010600,2.01.01.06.00,Contribuições Previdenciárias a Recolher,CED20101,Contribuições Previdenciárias a Recolher,FALSE,other,account.data_account_type_liability
CED201010690,2.01.01.06.90,Outros tributos a recolher,CED20101,Outros tributos a recolher,FALSE,other,account.data_account_type_liability
CED201010700,2.01.01.07.00,Salários a Pagar,CED20101,Salários a Pagar,FALSE,other,account.data_account_type_liability
CED201010800,2.01.01.08.00,Dividendos Propostos ou Lucros Creditados,CED20101,Dividendos Propostos ou Lucros Creditados,FALSE,other,account.data_account_type_liability
CED201010900,2.01.01.09.00,Provisão para a Contribuição Social sobre o Lucro Líquido,CED20101,Provisão para a Contribuição Social sobre o Lucro Líquido,FALSE,other,account.data_account_type_liability
CED201011000,2.01.01.10.00,Provisão para o Imposto de Renda,CED20101,Provisão para o Imposto de Renda,FALSE,other,account.data_account_type_liability
CED201011100,2.01.01.11.00,Débitos Fiscais CSLL – Diferenças Temporárias,CED20101,Débitos Fiscais CSLL – Diferenças Temporárias,FALSE,other,account.data_account_type_liability
CED201011200,2.01.01.12.00,Débitos Fiscais IRPJ – Diferenças Temporárias,CED20101,Débitos Fiscais IRPJ – Diferenças Temporárias,FALSE,other,account.data_account_type_liability
CED201011210,2.01.01.12.10,Provisões de Natureza Fiscal,CED20101,Provisões de Natureza Fiscal,FALSE,other,account.data_account_type_liability
CED201011220,2.01.01.12.20,Provisões de Natureza Trabalhista,CED20101,Provisões de Natureza Trabalhista,FALSE,other,account.data_account_type_liability
CED201011230,2.01.01.12.30,Provisões de Natureza Cível,CED20101,Provisões de Natureza Cível,FALSE,other,account.data_account_type_liability
CED201011240,2.01.01.12.40,Doações e Subvenções para Investimentos,CED20101,Doações e Subvenções para Investimentos,FALSE,other,account.data_account_type_liability
CED201011300,2.01.01.13.00,Outras Contas do Circulante,CED20101,Outras Contas do Circulante,FALSE,other,account.data_account_type_liability
CED201019000,2.01.01.90.00,(-) Contas Retificadoras,CED20101,(-) Contas Retificadoras,FALSE,other,account.data_account_type_liability
CED203,2.03,NÃO-CIRCULANTE,CED2,NÃO-CIRCULANTE,FALSE,view,account.data_account_type_view
CED20301,2.03.01,OBRIGAÇÕES A LONGO PRAZO,CED203,OBRIGAÇÕES A LONGO PRAZO,FALSE,view,account.data_account_type_view
CED203010100,2.03.01.01.00,Fornecedores,CED20301,Fornecedores,FALSE,view,account.data_account_type_view
CED203010101,2.03.01.01.01,Fornecedores Não Circulante,CED20301,Fornecedores Não Circulante,TRUE,other,account.data_account_type_payable
CED203010201,2.03.01.02.01,Financiamentos a Longo Prazo - Sistema Financeiro Nacional,CED20301,Financiamentos a Longo Prazo - Sistema Financeiro Nacional,FALSE,other,account.data_account_type_liability
CED203010202,2.03.01.02.02,Arrendamento Mercantil (Financeiro) a Longo Prazo - Sistema Financeiro Nacional,CED20301,Arrendamento Mercantil (Financeiro) a Longo Prazo - Sistema Financeiro Nacional,FALSE,other,account.data_account_type_liability
CED203010203,2.03.01.02.03,Financiamentos a Longo Prazo – Brasil - Outros,CED20301,Financiamentos a Longo Prazo – Brasil - Outros,FALSE,other,account.data_account_type_liability
CED203010204,2.03.01.02.04,Financiamentos a Longo Prazo – Exterior,CED20301,Financiamentos a Longo Prazo – Exterior,FALSE,other,account.data_account_type_liability
CED203010205,2.03.01.02.05,Arrendamento Mercantil (Financeiro) a Longo Prazo – Exterior,CED20301,Arrendamento Mercantil (Financeiro) a Longo Prazo – Exterior,FALSE,other,account.data_account_type_liability
CED203010300,2.03.01.03.00,Empréstimos de Sócios/Acionistas Não Administradores,CED20301,Empréstimos de Sócios/Acionistas Não Administradores,FALSE,other,account.data_account_type_liability
CED203010400,2.03.01.04.00,Créditos de Pessoas Ligadas (Físicas/Jurídicas),CED20301,Créditos de Pessoas Ligadas (Físicas/Jurídicas),FALSE,other,account.data_account_type_liability
CED203010500,2.03.01.05.00,Provisão para o Imposto de Renda sobre Lucros Diferidos,CED20301,Provisão para o Imposto de Renda sobre Lucros Diferidos,FALSE,other,account.data_account_type_liability
CED203010600,2.03.01.06.00,Débitos Fiscais CSLL - Diferenças Temporárias,CED20301,Débitos Fiscais CSLL - Diferenças Temporárias,FALSE,other,account.data_account_type_liability
CED203010700,2.03.01.07.00,Débitos Fiscais IRPJ - Diferenças Temporárias,CED20301,Débitos Fiscais IRPJ - Diferenças Temporárias,FALSE,other,account.data_account_type_liability
CED203010710,2.03.01.07.10,Outras Provisões de Natureza Fiscal,CED20301,Outras Provisões de Natureza Fiscal,FALSE,other,account.data_account_type_liability
CED203010720,2.03.01.07.20,Outras Provisões de Natureza Trabalhista,CED20301,Outras Provisões de Natureza Trabalhista,FALSE,other,account.data_account_type_liability
CED203010730,2.03.01.07.30,Outras Provisões de Natureza Cível,CED20301,Outras Provisões de Natureza Cível,FALSE,other,account.data_account_type_liability
CED203010740,2.03.01.07.40,Doações e Subvenções para Investimentos,CED20301,Doações e Subvenções para Investimentos,FALSE,other,account.data_account_type_liability
CED203010800,2.03.01.08.00,Outras Contas,CED20301,Outras Contas,FALSE,other,account.data_account_type_liability
CED203019000,2.03.01.90.00,(-) Contas Retificadoras,CED20301,(-) Contas Retificadoras,FALSE,other,account.data_account_type_liability
CED20303,2.03.03.,RECEITAS DIFERIDAS,CED203,RECEITAS DIFERIDAS,FALSE,view,account.data_account_type_view
CED203030100,2.03.03.01.00,Receitas Diferidas,CED20303,Receitas Diferidas,FALSE,other,account.data_account_type_liability
CED203030300,2.03.03.03.00,(-) Custos Correspondentes às Receitas Diferidas,CED20303,(-) Custos Correspondentes às Receitas Diferidas,FALSE,other,account.data_account_type_liability
CED207,2.07,PATRIMÔNIO LÍQUIDO,CED2,PATRIMÔNIO LÍQUIDO,FALSE,view,account.data_account_type_view
CED20701,2.07.01,CAPITAL REALIZADO,CED207,CAPITAL REALIZADO,FALSE,view,account.data_account_type_view
CED207010100,2.07.01.01.00,Capital Subscrito de Domiciliados e Residentes no País,CED20701,Capital Subscrito de Domiciliados e Residentes no País,FALSE,other,account.data_account_type_liability
CED207010200,2.07.01.02.00,(-) Capital a Integralizar de Domiciliados e Residentes no País,CED20701,(-) Capital a Integralizar de Domiciliados e Residentes no País,FALSE,other,account.data_account_type_liability
CED207010300,2.07.01.03.00,Capital Subscrito de Domiciliados e Residentes no Exterior,CED20701,Capital Subscrito de Domiciliados e Residentes no Exterior,FALSE,other,account.data_account_type_liability
CED207010400,2.07.01.04.00,(-) Capital a Integralizar de Domiciliados e Residentes no Exterior,CED20701,(-) Capital a Integralizar de Domiciliados e Residentes no Exterior,FALSE,other,account.data_account_type_liability
CED20704,2.07.04,RESERVAS,CED207,RESERVAS,FALSE,view,account.data_account_type_view
CED207040100,2.07.04.01.00,Reservas de Capital,CED20704,Reservas de Capital,FALSE,other,account.data_account_type_liability
CED207040200,2.07.04.02.00,Reservas de Reavaliação,CED20704,Reservas de Reavaliação,FALSE,other,account.data_account_type_liability
CED207040300,2.07.04.03.00,Reservas de Lucros,CED20704,Reservas de Lucros,FALSE,other,account.data_account_type_liability
CED207040301,2.07.04.03.01,Reservas de Lucros - Doações e Subvenções para Investimentos,CED20704,Reservas de Lucros - Doações e Subvenções para Investimentos,FALSE,other,account.data_account_type_liability
CED207040302,2.07.04.03.02,Reservas de Lucros - Prêmio na Emissão de Debêntures,CED20704,Reservas de Lucros - Prêmio na Emissão de Debêntures,FALSE,other,account.data_account_type_liability
CED207040400,2.07.04.04.00,"Reserva para Aumento de Capital (Lei no 9.249/1995, art. 9o, § 9o)",CED20704,"Reserva para Aumento de Capital (Lei no 9.249/1995, art. 9o, § 9o)",FALSE,other,account.data_account_type_liability
CED207040500,2.07.04.05.00,Outras Reservas,CED20704,Outras Reservas,FALSE,other,account.data_account_type_liability
CED20705,2.07.05,AJUSTES DE AVALIAÇÃO PATRIMONIAL,CED207,AJUSTES DE AVALIAÇÃO PATRIMONIAL,FALSE,view,account.data_account_type_view
CED207050100,2.07.05.01.00,Ajustes às Normas Internacionais de Contabilidade,CED20705,Ajustes às Normas Internacionais de Contabilidade,FALSE,other,account.data_account_type_liability
CED207050101,2.07.05.01.01,(-) Ajustes às Normas Internacionais de Contabilidade,CED20705,(-) Ajustes às Normas Internacionais de Contabilidade,FALSE,other,account.data_account_type_liability
CED20707,2.07.07,OUTRAS CONTAS,CED207,OUTRAS CONTAS,FALSE,view,account.data_account_type_view
